Date,Precipitation Original,Precipitation
01-01-06,0.564960181713104,1.0786952077521046
02-01-06,22.1404056549072,16.016628886798095
03-01-06,21.383104324340803,15.832109866950104
04-01-06,0.0,0.0
05-01-06,0.0,0.0
06-01-06,0.481117576360703,0.7733426345901888
07-01-06,8.53647708892822,11.100816087720316
08-01-06,19.6884517669678,15.395511152272652
09-01-06,19.7617359161377,15.415120000892001
10-01-06,0.7974620461463929,1.8468272654757194
11-01-06,0.0,0.0
12-01-06,20.9538040161133,15.724716499676559
13-01-06,4.25508213043213,7.796114438180659
14-01-06,15.5218677520752,14.148386517456908
15-01-06,4.27675199508667,7.818934714239255
16-01-06,0.0,0.0
17-01-06,0.0,0.0
18-01-06,0.328364253044128,0.16972623488797534
19-01-06,6.429279327392581,9.716139241076068
20-01-06,4.355194091796879,7.900764685905401
21-01-06,0.0,0.0
22-01-06,6.68636178970337,9.90478882494418
23-01-06,8.44266605377197,11.04599483487807
24-01-06,1.8712861537933303,4.444237168676619
25-01-06,8.86952495574951,11.291178552903695
26-01-06,0.0,0.0
27-01-06,4.85387420654297,8.39451502017009
28-01-06,5.0984983444213885,8.621540148256292
29-01-06,0.0376706011593342,0.0
30-01-06,2.30220913887024,5.219668718628823
31-01-06,0.0,0.0
01-02-06,5.73964262008667,9.17588901615737
02-02-06,5.51907730102539,8.991368870235409
03-02-06,2.7525672912597696,5.928648510981543
04-02-06,20.272508621215803,15.549896417072814
05-02-06,12.677978515625,13.100860680641578
06-02-06,19.699670791626,15.39851755723287
07-02-06,23.3861598968506,16.307408213530934
08-02-06,3.8880152702331503,7.394571151038466
09-02-06,12.9505386352539,13.210278213105271
10-02-06,0.0,0.0
11-02-06,0.154726818203926,0.0
12-02-06,10.1125030517578,11.948977110122904
13-02-06,15.7651138305664,14.22943544171967
14-02-06,29.889085769653303,17.618285301582638
15-02-06,0.5670220255851751,1.0859965826005973
16-02-06,12.3505373001099,12.966491247308397
17-02-06,15.349196434021,14.090125437999102
18-02-06,0.0,0.0
19-02-06,3.94335865974426,7.457005590866046
20-02-06,4.350895404815669,7.8963114770040175
21-02-06,0.0,0.0
22-02-06,13.112078666687,13.274122917270866
23-02-06,12.3173351287842,12.95268274953471
24-02-06,0.51203453540802,0.8879075189681385
25-02-06,0.619872570037842,1.2699422980067578
26-02-06,0.0,0.0
27-02-06,5.6934700012207005,9.13776684252563
28-02-06,14.731970787048304,13.876715082307879
01-03-06,0.0,0.0
02-03-06,0.0,0.0
03-03-06,0.0,0.0
04-03-06,0.0830086320638657,0.0
05-03-06,0.567689061164856,1.088356623769918
06-03-06,3.671879529953,7.143778053204763
07-03-06,2.92728233337402,6.181008566171102
08-03-06,2.41307592391968,5.402792419271273
09-03-06,0.664543151855469,1.4207968293984954
10-03-06,0.02822595089674,0.0
11-03-06,14.7417726516724,13.880169130608584
12-03-06,4.59926509857178,8.14791730847339
13-03-06,5.25043535232544,8.758006040550955
14-03-06,4.439136505126951,7.987015376933263
15-03-06,5.50545215606689,8.979766483428742
16-03-06,4.763428688049321,8.308165762692767
17-03-06,6.76157140731812,9.958786432957949
18-03-06,3.81595540046692,7.312210442696889
19-03-06,8.05896091461182,10.815947045712468
20-03-06,16.1232585906982,14.346652860199754
21-03-06,5.5294475555419895,9.000183339792622
22-03-06,0.0,0.0
23-03-06,8.09786796569824,10.839713099293846
24-03-06,8.83433151245117,11.271368799057528
25-03-06,7.73886156082153,10.616451660819457
26-03-06,0.0,0.0
27-03-06,0.0,0.0
28-03-06,5.901659488677981,9.307621512368002
29-03-06,11.224461555481,12.477837806780155
30-03-06,16.653436660766598,14.515749583450525
31-03-06,0.0,0.0
01-04-06,0.9739860296249392,2.366321967437084
02-04-06,2.96148022771447e-10,0.0
03-04-06,0.0,0.0
04-04-06,9.054170607702969e-11,0.0
05-04-06,1.16215419769287,2.871237673403982
06-04-06,12.3569145202637,12.969139546555828
07-04-06,20.66552734375,15.651416341478027
08-04-06,6.77789974212646,9.970440403468068
09-04-06,1.75958979129791,4.224204008899202
10-04-06,6.473666191101072,9.74917252290625
11-04-06,12.2134523391724,12.909255354939267
12-04-06,0.0109188044443727,0.0
13-04-06,0.0215502176433802,0.0
14-04-06,0.0005535908276215,0.0
15-04-06,0.7520844340324399,1.7050323936333105
16-04-06,11.586236000061,12.639570487705823
17-04-06,6.14734125137329,9.501593873947952
18-04-06,1.08987033367157,2.682675084196198
19-04-06,2.56016445159912,5.636771310922248
20-04-06,0.0,0.0
21-04-06,0.0,0.0
22-04-06,0.8369271755218509,1.967266297995545
23-04-06,0.0201924722641706,0.0
24-04-06,0.0,0.0
25-04-06,0.0,0.0
26-04-06,0.0,0.0
27-04-06,0.0,0.0
28-04-06,0.0,0.0
29-04-06,0.0,0.0
30-04-06,0.0,0.0
01-05-06,3.49741888046265,6.93272973999067
02-05-06,0.039938859641552,0.0
03-05-06,3.62474226951599,7.087542497775301
04-05-06,11.51256275177,12.60701484885288
05-05-06,14.2164573669434,13.691954363520804
06-05-06,1.82410097122192,4.352348825721652
07-05-06,0.0,0.0
08-05-06,4.52661800384521,8.075497391429277
09-05-06,0.0,0.0
10-05-06,0.0,0.0
11-05-06,0.0478209778666496,0.0
12-05-06,0.0,0.0
13-05-06,0.6636388897895811,1.4177834393981525
14-05-06,8.37200546264648,11.004341405780231
15-05-06,1.98156714439392,4.653240166908364
16-05-06,0.0929699465632439,0.0
17-05-06,0.0,0.0
18-05-06,0.283600509166718,0.0
19-05-06,0.636385142803192,1.3261852089691764
20-05-06,5.39434814453125,8.88423960540594
21-05-06,2.7056696414947496,5.858907422769958
22-05-06,0.139468386769295,0.0
23-05-06,0.0,0.0
24-05-06,0.282574862241745,0.0
25-05-06,0.797785103321075,1.8478238605439952
26-05-06,7.78434525727789e-07,0.0
27-05-06,5.43280179954309e-07,0.0
28-05-06,8.88964041223517e-06,0.0
29-05-06,0.0005117930122651,0.0
30-05-06,0.0002236070577055,0.0
31-05-06,0.0,0.0
01-06-06,0.0,0.0
02-06-06,0.0,0.0
03-06-06,0.0,0.0
04-06-06,0.0,0.0
05-06-06,0.0,0.0
06-06-06,0.0,0.0
07-06-06,0.0,0.0
08-06-06,0.0,0.0
09-06-06,5.43399572372437,8.91851761198271
10-06-06,1.26053953170776,3.1180024940533464
11-06-06,0.0606488473713398,0.0
12-06-06,0.223665773868561,0.0
13-06-06,0.245071798563004,0.0
14-06-06,0.221662104129791,0.0
15-06-06,12.454909324646,13.009676090532126
16-06-06,15.290872573852502,14.070307259004334
17-06-06,1.01111030578613,2.4696456380968113
18-06-06,3.2300893071379704e-09,0.0
19-06-06,0.0,0.0
20-06-06,0.0,0.0
21-06-06,1.83599364757538,4.375652512832835
22-06-06,1.05798971652985,2.5974280517014687
23-06-06,12.875584602356,13.180402970292768
24-06-06,0.165365383028984,0.0
25-06-06,1.63384521007538,3.965578934199687
26-06-06,9.71223545074463,11.74554561917891
27-06-06,4.68888282775879,8.235971180957906
28-06-06,0.0,0.0
29-06-06,0.0,0.0
30-06-06,9.32735443115234,11.54263453650699
01-07-06,3.40132522583008,6.812958935481539
02-07-06,9.55592250823975,11.664029973325805
03-07-06,0.0802303627133369,0.0
04-07-06,0.0166849363595247,0.0
05-07-06,9.54649543762207,11.65907532697045
06-07-06,0.000486656470457,0.0
07-07-06,0.283158779144287,0.0
08-07-06,16.3911914825439,14.432752610151438
09-07-06,2.7547044754028303,5.931805898659304
10-07-06,2.71967959403992,5.879833527163797
11-07-06,4.75631093978882,8.30131296188049
12-07-06,5.05922794342041,8.585715447019933
13-07-06,1.17272520065308,2.8982839900653055
14-07-06,1.33565294742584,3.2992725481711718
15-07-06,26.6810188293457,17.01019176341886
16-07-06,18.4858684539795,15.063414501166369
17-07-06,0.346606194972992,0.24536194792116928
18-07-06,0.0043324525468051,0.0
19-07-06,0.0,0.0
20-07-06,0.0,0.0
21-07-06,14.7326717376709,13.876962159533695
22-07-06,4.82712459564209,8.369116621172196
23-07-06,1.50297319123638e-06,0.0
24-07-06,1.16177761554718,2.8702717360021532
25-07-06,1.45869410037994,3.583970531145466
26-07-06,5.8903312683105495,9.298511836564177
27-07-06,0.0,0.0
28-07-06,46.11462020874021,19.95947290512941
29-07-06,1.48288309574127,3.6382610270112705
30-07-06,22.297777175903303,16.054214416939047
31-07-06,0.0,0.0
01-08-06,6.83305358886719,10.009625081452189
02-08-06,0.328646957874298,0.17090630533975992
03-08-06,0.0,0.0
04-08-06,0.0,0.0
05-08-06,1.53015434659976e-14,0.0
06-08-06,0.0,0.0
07-08-06,0.0,0.0
08-08-06,0.0,0.0
09-08-06,0.0,0.0
10-08-06,0.0,0.0
11-08-06,0.4614927172660829,0.6993738761912516
12-08-06,21.454421997070305,15.849750898505283
13-08-06,2.0976231098175,4.864999516547731
14-08-06,2.28613829612732,5.19261474191795
15-08-06,13.2963590621948,13.34606880385475
16-08-06,7.09741497039795,10.19369271388373
17-08-06,27.3857021331787,17.149597224527902
18-08-06,2.45420980453491,5.469226029210066
19-08-06,27.9170932769775,17.25245071759216
20-08-06,0.284815162420273,0.0
21-08-06,4.3478422164917,7.8931463644366975
22-08-06,4.22496747970581,7.764244312221413
23-08-06,0.0,0.0
24-08-06,0.0,0.0
25-08-06,2.1806583404541,5.01169442227721
26-08-06,0.648537874221802,1.367216839698858
27-08-06,0.0,0.0
28-08-06,3.92467331886292,7.43600463372648
